artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Star Driver,Lost in Space - Original Mix,336000,False,2012,6,0.471,0.979,8,-6.268,1,0.0598,0.00127,0.637,0.473,0.675,149.974,hardstyle
Frontliner,Time,388941,False,2009,10,0.543,0.871,9,-8.652,1,0.0458,0.0103,0.917,0.0983,0.492,150.009,hardstyle
Showtek,Cannonball - Radio Edit,191507,False,2013,0,0.614,0.964,1,-5.364,1,0.049,0.00305,0.788,0.434,0.414,127.992,edm
Wesz,Get Dirty,390819,False,2011,14,0.553,0.91,7,-6.061,1,0.0561,0.00393,0.59,0.0887,0.18,151.02,hardstyle
Activator,Threat To Our Existence,332817,False,2011,10,0.715,0.796,7,-5.839,0,0.21,0.00226,0.000616,0.584,0.33,150.009,hardstyle
Zany,Distorted - B-Front Edit,251918,False,2012,3,0.444,0.929,1,-4.427,1,0.041,0.0217,0.303,0.368,0.0601,75.006,hardstyle
Mystery,God S Love,317013,False,2010,2,0.54,0.949,10,-3.982,0,0.245,0.0161,0.0831,0.305,0.297,153.746,hardstyle
Vamper,Cosmik,224603,False,2011,11,0.53,0.961,7,-4.092,1,0.0349,0.387,0.586,0.244,0.239,149.954,hardstyle
Stephanie,Music Is,352734,False,2011,14,0.597,0.832,0,-5.248,1,0.0471,0.0106,0.731,0.0498,0.649,150.007,hardstyle
Wasted Penguinz,Play the game - Original Mix,354372,False,2011,22,0.583,0.964,9,-6.339,0,0.0675,0.0405,0.0563,0.665,0.413,154.995,hardstyle
Wildstylez,True Rebel Freedom (Defqon.1 Australia Anthem 2012),404800,False,2012,0,0.66,0.956,0,-6.193,1,0.12,0.016,0.0518,0.068,0.247,150.035,hardstyle
Ezitsuj,Eqlipze - Radio Edit,212412,False,2011,26,0.489,0.956,0,-5.38,0,0.041,0.00312,0.231,0.178,0.359,150.051,hardstyle
Headhunterz,Subsonic,346444,False,2009,23,0.658,0.988,10,-5.616,0,0.118,0.0114,0.534,0.368,0.293,150.0,hardstyle
Frontliner,Beam Me Into Space,231967,False,2014,0,0.543,0.915,0,-4.658,0,0.0414,0.00242,4.29e-06,0.0571,0.55,150.007,hardstyle
Bass Modulators,The Drop - Original Mix,322892,False,2011,3,0.505,0.873,1,-4.857,1,0.113,0.00154,0.334,0.0909,0.518,150.06,hardstyle
Toneshifterz,Dead of the Night - Radio Edit,175200,False,2011,1,0.434,0.933,5,-5.401,0,0.0497,0.166,0.152,0.174,0.184,150.094,hardstyle
Brennan Heart,Search for More (Demo master 2008) - CD Version,130539,False,2010,0,0.694,0.876,9,-5.631,1,0.0332,0.196,0.815,0.0877,0.434,149.974,hardstyle
Ran-D,Dimensions (Reverze 2013 Anthem) - Original,414800,False,2013,5,0.502,0.982,10,-2.139,0,0.162,0.0626,0.00021,0.148,0.352,150.125,hardstyle
Coone,Starf*ckers - Original,403473,False,2010,0,0.69,0.96,9,-6.658,1,0.0582,0.0719,0.0139,0.0678,0.656,149.985,hardstyle
Headhunterz,United Kids of the World (feat. Krewella),256000,True,2013,35,0.568,0.939,7,-1.943,1,0.0476,0.0345,2.61e-06,0.107,0.299,149.997,hardstyle
Crypsis,Gangsta Shit - Edit,165674,False,2012,4,0.352,0.942,8,-5.526,1,0.0525,0.111,0.0459,0.105,0.399,149.605,hardstyle
Marcel Woods,The Bottle (Showtek Rmx) - CD Version,151122,False,2011,15,0.394,0.834,7,-8.81,1,0.26,0.00513,0.866,0.177,0.0392,132.41,trance
Lamb of God,Redneck,220880,True,2006,61,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,metal metalcore
Slipknot,The Devil in I,342821,False,2014,71,0.398,0.939,9,-2.865,0,0.0648,0.00591,0.000881,0.357,0.235,92.027,heavy-metal
Omnium Gatherum,The Unknowing,357800,False,2013,30,0.24,0.911,1,-4.335,0,0.0576,0.000763,0.388,0.128,0.133,178.078,metal
Carach Angren,There's No Place Like Home,272267,False,2015,0,0.439,0.92,11,-4.788,0,0.0563,0.00211,7.09e-06,0.0872,0.158,105.043,heavy-metal
Korpiklaani,Viinamäen Mies,178000,False,2015,0,0.416,0.992,7,-3.946,1,0.0754,7.74e-06,2.26e-05,0.336,0.712,159.964,heavy-metal
Thy Art Is Murder,Light Bearer,235893,False,2015,0,0.447,0.985,6,-3.68,1,0.198,0.000134,1.17e-05,0.574,0.324,139.829,metalcore
Within The Ruins,Calling Card,279507,False,2014,0,0.448,0.994,1,-3.371,0,0.112,0.00192,0.0037,0.828,0.193,117.554,metalcore
Animals As Leaders,Physical Education,280956,False,2014,48,0.57,0.945,1,-5.665,0,0.0567,0.00017,0.827,0.0543,0.53,114.987,heavy-metal
Within Temptation,Faster,263361,False,2011,0,0.505,0.932,6,-2.894,0,0.0413,0.00114,0.000179,0.138,0.479,120.006,heavy-metal
Obituary,Visions in My Head,254118,False,2014,43,0.5,0.89,6,-5.897,0,0.0859,7.71e-06,0.00307,0.112,0.174,130.03,metal
Behemoth,O Father O Satan O Sun!,433440,False,2014,43,0.159,0.928,1,-4.116,1,0.0668,0.000404,3.51e-05,0.151,0.18,83.385,metal
Bloodbath,Let the Stillborn Come to Me,277560,False,2014,0,0.224,0.963,9,-4.354,1,0.104,1.9e-06,0.164,0.368,0.212,120.088,metal
In Flames,Deliver Us,210907,False,2011,0,0.499,0.964,6,-2.735,1,0.0556,2.22e-05,0.348,0.0941,0.343,110.018,metal
Heaven Shall Burn,Black Tears,186187,False,2008,0,0.37,0.947,8,-3.29,1,0.0701,2.45e-06,0.56,0.0657,0.368,90.945,metalcore
Iron Savior,Heavy Metal Never Dies,254387,False,2011,53,0.491,0.972,9,-3.125,1,0.0935,0.0266,0.00128,0.257,0.414,137.949,metal
At The Gates,Death And The Labyrinth,152987,False,2014,0,0.497,0.97,6,-5.314,1,0.0636,6.33e-06,0.000164,0.303,0.514,119.984,metal
Annihilator,Alison Hell,301053,False,1989,48,0.365,0.978,9,-6.314,1,0.0698,0.00016,0.00241,0.206,0.108,101.886,metal
Arch Enemy,As The Pages Burn,241160,False,2014,0,0.36,0.978,7,-4.342,1,0.121,9.81e-06,0.177,0.142,0.304,103.884,metal
Cannibal Corpse,Hammer Smashed Face,242760,False,1992,55,0.357,0.98,6,-6.835,1,0.079,5.22e-05,0.843,0.0768,0.368,96.969,metal
Turisas,Stand Up And Fight,327587,False,2011,0,0.169,0.932,9,-6.879,0,0.118,0.00682,1.09e-06,0.317,0.267,164.938,heavy-metal
Nightwish,Amaranth,233867,False,2008,0,0.559,0.864,2,-3.989,0,0.0423,0.00445,0.00313,0.0625,0.291,127.983,heavy-metal
Tribulation,In The Dreams Of The Dead,352343,False,2015,0,0.131,0.951,2,-5.694,0,0.14,0.000238,0.00021,0.0635,0.104,184.311,metal
Dying Fetus,Your Treachery Will Die WIth You,214760,False,2009,35,0.344,0.879,2,-6.546,1,0.0481,4.99e-05,0.875,0.241,0.371,118.814,heavy-metal
Veil Of Maya,Teleute,180096,False,2015,33,0.35,0.961,1,-2.045,0,0.176,2.23e-05,0.000109,0.371,0.22,114.157,metalcore
Whitechapel,The Saw Is the Law,267613,False,2014,50,0.476,0.994,11,-3.429,0,0.18,0.000569,0.000149,0.139,0.216,115.103,metalcore
Death,Crystal Mountain,307427,False,1995,48,0.261,0.979,7,-6.218,1,0.221,4.48e-05,0.0014,0.374,0.362,175.866,metal rock
Dio,We Rock,278067,False,2007,0,0.33,0.928,9,-8.3,0,0.0665,1.38e-05,0.00247,0.311,0.391,154.049,metal rock
Satyricon,The Pentagram Burns,338880,False,2006,0,0.494,0.956,8,-6.252,1,0.0532,0.000105,0.41,0.0834,0.41,123.833,metal
TesseracT,Of Reality – Calabi-Yau,120533,False,2013,0,0.409,0.819,4,-7.014,0,0.0495,0.00623,1.23e-05,0.267,0.0319,125.076,heavy-metal
Kalmah,Hades,263093,False,2001,0,0.0682,0.99,3,-3.823,0,0.175,6.97e-06,0.869,0.289,0.0481,67.174,metal
Alestorm,The Sunk'n Norwegian,247080,False,2011,0,0.332,0.969,1,-4.592,1,0.0986,9.45e-05,5.31e-05,0.0984,0.414,105.014,metal
Dark Tranquillity,Her Silent Language,213587,False,2010,0,0.393,0.893,6,-4.149,0,0.0378,4.52e-06,0.0196,0.269,0.456,121.122,metal
Moonspell,Medusalem,306280,False,2015,0,0.372,0.942,4,-4.871,0,0.0676,1.39e-05,0.738,0.0623,0.333,80.56,metal
Behemoth,Ov Fire And The Void,267320,False,2009,44,0.465,0.978,1,-4.34,1,0.084,2.98e-05,0.646,0.0268,0.13,129.994,metal
Amon Amarth,The Pursuit Of Vikings,270253,False,2004,55,0.506,0.967,6,-2.973,1,0.0451,6.59e-05,0.41,0.167,0.488,129.704,metal
Decapitated,Spheres of Madness,315133,False,2002,40,0.472,0.998,6,-4.674,0,0.224,2.59e-05,0.596,0.225,0.0863,154.906,metal
Katatonia,The Racing Heart,245880,False,2012,0,0.502,0.397,5,-9.399,0,0.0273,0.0732,0.0155,0.1,0.0833,99.95,metal
Overkill,Elimination,275387,False,1989,45,0.302,0.805,6,-11.395,0,0.0967,0.000849,4.19e-06,0.151,0.578,112.766,metal
Black Label Society,Stillborn,195267,False,2003,0,0.583,0.873,5,-4.436,0,0.0364,2.14e-05,0.00133,0.393,0.454,107.041,metal rock
Judas Priest,The Sentinel - Remastered,304173,False,1984,30,0.324,0.868,9,-4.09,1,0.0629,0.00263,0.00552,0.36,0.277,93.431,metal rock
Carcass,Heartwork,273120,False,1993,0,0.196,0.995,4,-4.887,0,0.105,1.17e-06,0.0499,0.27,0.177,91.047,metal
Dream Evil,The Book Of Heavy Metal (march Of Metallians),325800,False,2004,0,0.39,0.945,5,-4.336,1,0.0947,7.02e-05,0.0208,0.359,0.383,154.072,metal
Iron Maiden,The Trooper - 1998 Remastered Version,250973,False,1983,0,0.286,0.856,4,-6.777,0,0.0585,0.0238,0.0542,0.487,0.696,162.12,metal rock
Cannibal Corpse,Make Them Suffer,170520,False,2006,41,0.297,0.973,1,-4.505,1,0.151,0.00146,0.918,0.139,0.234,102.757,metal
Kreator,Violent Revolution,294800,False,2001,0,0.507,0.994,7,-5.72,1,0.103,0.000171,0.0144,0.145,0.166,144.04,metal
Thy Art Is Murder,Vile Creation,212213,False,2012,0,0.259,0.984,9,-3.321,1,0.168,0.000346,0.0125,0.194,0.181,130.953,metalcore
Dimmu Borgir,The Serpentine Offering,309264,False,2007,0,0.244,0.955,7,-3.747,0,0.093,2.85e-05,0.00897,0.0749,0.0784,102.101,metal
Edguy,Vain Glory Opera,370187,False,1998,49,0.481,0.878,0,-4.734,0,0.0552,0.0262,0.00211,0.282,0.401,136.534,metal
DevilDriver,Clouds Over California,249853,True,2007,52,0.459,0.966,2,-3.985,1,0.0758,9.11e-05,0.017,0.217,0.376,175.069,metal metalcore
Moonspell,Breathe (Until We Are No More),332907,False,2015,0,0.414,0.956,4,-5.062,0,0.0654,6.22e-05,0.802,0.152,0.37,100.074,metal
Emperor,Into The Infinity Of Thoughts,546133,False,1994,0,0.0709,0.943,7,-5.599,1,0.0718,0.00857,0.822,0.0783,0.0665,74.4,metal
Judas Priest,Breaking the Law,153840,False,1980,69,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,metal rock
Cannibal Corpse,Kill or Become,230667,False,2014,37,0.367,0.997,1,-2.695,0,0.228,0.00097,0.0802,0.0776,0.0567,115.024,metal
Exodus,Salt the Wound (feat. Kirk Hammett),264600,False,2014,0,0.55,0.977,2,-4.866,1,0.0597,1.72e-05,0.0761,0.262,0.359,104.974,metal
The Black Dahlia Murder,Into the Everblack,273869,False,2013,39,0.453,0.98,1,-3.394,1,0.0715,2.16e-05,0.0203,0.188,0.132,107.929,metalcore
Metallica,Battery,312707,False,1986,0,0.487,0.944,11,-6.78,0,0.0823,0.000135,0.601,0.0905,0.392,96.552,metal rock
After The Burial,Neo Seoul,238500,False,2013,45,0.493,0.877,1,-5.907,1,0.04,0.00535,0.00428,0.0942,0.189,141.963,metalcore
W.A.S.P.,Wild Child,312573,False,1985,0,0.357,0.897,1,-6.37,1,0.0452,0.00938,0.00107,0.318,0.406,146.272,metal rock
Nekrogoblikon,Full Body Xplosion,237493,True,2015,0,0.479,0.981,6,-5.263,0,0.111,2.68e-05,0.729,0.19,0.437,155.912,heavy-metal
Norther,Frozen Angel,246827,False,2008,0,0.422,0.954,2,-4.018,1,0.0653,3.34e-05,8.87e-05,0.174,0.271,87.552,metal
Arch Enemy,Stolen Life,178933,False,2014,0,0.454,0.989,1,-4.798,1,0.129,2.12e-05,0.0885,0.339,0.374,77.015,metal
Rainbow,Stargazer,506160,False,1976,0,0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,metal rock
Behemoth,Messe Noire,244827,False,2014,31,0.172,0.987,8,-4.129,1,0.144,4.04e-05,0.00111,0.37,0.0756,125.136,metal
Sabaton,Resist and Bite,207160,False,2014,0,0.519,0.953,11,-4.974,0,0.0863,0.00156,1.49e-06,0.0844,0.152,126.972,metal
Dark Tranquillity,For Broken Words,274373,False,2013,0,0.475,0.806,6,-5.75,1,0.0253,4.8e-05,0.328,0.159,0.218,99.982,metal
Emperor,Cosmic Keys to My Creations & Times - Re-Mastered,366147,False,2014,0,0.0932,0.959,9,-6.778,0,0.0924,2.25e-06,0.892,0.35,0.0387,162.412,metal
Ensiferum,Axe of Judgement,273056,False,2015,31,0.171,0.995,2,-3.752,0,0.0875,2.92e-06,0.41,0.173,0.119,105.272,metal
Iced Earth,Plagues Of Babylon,467464,False,2013,0,0.24,0.943,11,-6.834,1,0.182,3.31e-05,0.192,0.107,0.2,172.026,metal
Edguy,Superheroes,199240,False,2005,35,0.582,0.925,5,-3.392,1,0.0861,0.00141,0.0,0.305,0.524,133.065,metal
Cattle Decapitation,Dead Set On Suicide,198307,False,2012,35,0.323,0.987,0,-3.444,1,0.242,5.71e-05,0.385,0.259,0.148,128.3,grindcore
Burzum,Dunkelheit,425080,False,2005,0,0.158,0.582,4,-9.152,0,0.0503,1.99e-06,0.959,0.653,0.35,109.285,metal
Bolt Thrower,For Victory,290240,False,1994,37,0.129,0.952,8,-7.295,1,0.0959,1.58e-06,0.827,0.0317,0.0808,81.444,metal
Korpiklaani,Lempo,335347,False,2015,0,0.385,0.927,9,-4.57,1,0.0535,1.67e-05,0.0004,0.377,0.487,180.08,heavy-metal
Pantera,Cowboys from Hell,243533,True,1990,70,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,metal rock
Finntroll,Solsagan,271613,False,2010,0,0.324,0.986,5,-4.561,0,0.2,3.26e-05,0.00268,0.15,0.263,179.969,metal
Gorgoroth,Radix malorum,193773,False,2015,0,0.316,0.858,2,-4.034,1,0.0613,2.43e-06,0.675,0.138,0.306,104.826,metal
Dark Tranquillity,Lost To Apathy,276720,False,2005,0,0.341,0.965,9,-4.475,1,0.0749,1.88e-05,0.0329,0.049,0.148,107.65,metal
Omnium Gatherum,New Dynamic,296147,False,2013,34,0.47,0.99,11,-4.86,1,0.0873,6.78e-05,0.881,0.292,0.097,107.087,metal
Avantasia,The Scarecrow,672573,False,2008,0,0.237,0.871,11,-4.382,0,0.0402,0.0015,0.00292,0.132,0.293,93.004,metal
The Faceless,Autotheist Movement I: Create,224000,False,2012,39,0.531,0.691,5,-6.66,0,0.0283,0.0394,0.00407,0.581,0.264,105.068,heavy-metal
The Black Dahlia Murder,Moonlight Equilibrium,208840,False,2011,46,0.511,0.983,4,-5.215,0,0.0932,3.34e-05,0.682,0.176,0.356,108.968,metalcore
Cannibal Corpse,Evisceration Plague,270920,False,2009,49,0.291,0.98,1,-5.138,1,0.153,0.00127,0.091,0.102,0.257,79.792,metal
Sylosis,Mercy,291973,False,2015,0,0.376,0.944,4,-4.478,0,0.137,3.47e-05,0.222,0.209,0.242,168.183,metalcore
Kalmah,Heroes To Us,294587,False,2003,0,0.375,0.948,2,-5.049,0,0.074,3.93e-05,0.836,0.306,0.14,99.918,metal
Wintersun,Beyond The Dark Sun,158128,False,2004,0,0.163,0.87,0,-6.433,1,0.0923,1.23e-06,0.0718,0.528,0.36,178.892,metal
Judas Priest,Painkiller,365827,False,1990,65,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,metal rock
Amorphis,Silver Bride,253400,False,2009,0,0.455,0.95,10,-4.149,1,0.0436,0.000128,0.00512,0.0494,0.317,124.012,metal
Dio,The Last in Line,344933,False,1984,51,0.286,0.895,9,-6.041,0,0.104,0.00209,0.141,0.0562,0.58,172.764,metal rock
Insomnium,The Primeval Dark,196987,False,2014,0,0.444,0.878,7,-6.259,1,0.0402,2.94e-06,0.934,0.62,0.23,110.034,metal
Five Finger Death Punch,Under and Over It,218133,True,2011,0,0.468,0.996,11,-3.027,0,0.179,1.41e-05,0.0,0.26,0.094,75.978,heavy-metal
Amorphis,Black Winter Day,230893,False,1994,34,0.195,0.679,8,-8.759,0,0.0335,9.14e-06,0.466,0.267,0.456,142.07,metal
Deathstars,Death Dies Hard,199613,False,2012,33,0.493,0.939,9,-4.164,0,0.0663,1.8e-05,0.00367,0.128,0.274,136.065,metal
All Shall Perish,Wage Slaves,224333,False,2006,0,0.327,0.983,11,-2.144,1,0.16,0.000136,0.274,0.0602,0.0881,101.938,metalcore
Angel Vivaldi,. _ _ _ _,311780,False,2014,34,0.176,0.9,7,-3.658,1,0.0593,2.74e-06,0.823,0.0981,0.275,142.663,heavy-metal
Heaven Shall Burn,Hunters Will Be Hunted,359800,False,2013,0,0.356,0.949,0,-5.344,0,0.0735,4.93e-05,0.688,0.551,0.0462,92.512,metalcore
Avantasia,Another Angel Down,341253,False,2008,0,0.544,0.992,5,-4.345,0,0.13,3.1e-05,0.0231,0.056,0.149,106.518,metal
King Diamond,Abigail (Reissue),290733,False,1987,0,0.318,0.937,4,-5.248,1,0.0621,0.00154,0.765,0.354,0.576,146.75,metal
Judas Priest,Night Crawler,344360,False,1990,53,0.481,0.981,6,-6.456,0,0.143,0.000148,0.0555,0.144,0.102,97.106,metal rock
Amon Amarth,Twilight Of The Thunder God,248747,False,2008,61,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,metal
Metallica,For Whom The Bell Tolls,309933,False,1984,0,0.519,0.861,0,-6.67,1,0.0758,0.0173,0.00312,0.06,0.213,117.846,metal rock
Wiz Khalifa,King of Everything,222180,True,2015,55,0.758,0.756,10,-5.059,0,0.138,0.0294,0.0,0.0906,0.406,145.068,hip-hop
The Notorious B.I.G.,Hypnotize - 2014 Remaster,229827,True,1997,79,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,hip-hop
Quality Control,Too Hotty,295997,True,2017,58,0.889,0.398,1,-7.183,1,0.204,0.19,0.0,0.104,0.159,129.993,hip-hop
Geto Boys,Damn It Feels Good to Be a Gangsta,310600,True,1992,60,0.785,0.793,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,hip-hop
Baby Bash,Suga Suga,239027,False,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,hip-hop
GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),176702,True,2017,74,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,hip-hop
J. Cole,Album of the Year - Freestyle,138872,True,2018,56,0.705,0.816,10,-7.046,0,0.32,0.0805,0.0,0.476,0.929,94.211,hip-hop
Trick Daddy,Let's Go (feat. Big D & Twista),222200,True,2004,66,0.748,0.767,11,-7.806,0,0.172,0.0267,0.0,0.334,0.519,133.929,hip-hop
Drake,In My Feelings,217925,True,2018,75,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,hip-hop
Eazy-E,Eazy-er Said Than Dunn,219947,True,1988,53,0.866,0.818,8,-4.111,0,0.26,0.0137,0.0,0.132,0.747,103.332,hip-hop
Lil Pump,Gucci Gang,124056,True,2017,63,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,hip-hop
Russ,Down for You,165068,True,2015,47,0.726,0.388,2,-9.943,1,0.212,0.404,0.0,0.107,0.403,144.139,hip-hop
T-Pain,Dan Bilzerian (feat. Lil Yachty),209663,True,2016,0,0.793,0.789,4,-3.962,1,0.0621,0.119,0.0,0.0632,0.607,150.008,pop
Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),328667,True,2001,72,0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,hip-hop
ScHoolboy Q,Collard Greens,299960,True,2014,78,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,hip-hop
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222587,True,2011,0,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,pop
Usher,Yeah!,250373,False,2004,0,0.881,0.788,2,-4.669,1,0.168,0.0212,0.0,0.0377,0.592,104.997,pop
YBN Nahmir,Bounce Out With That,99108,True,2018,65,0.864,0.664,8,-7.315,1,0.104,0.0476,0.0,0.0863,0.381,94.932,hip-hop
Quavo,WORKIN ME,169657,True,2018,57,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,hip-hop
French Montana,A Lie,226790,True,2017,49,0.516,0.792,1,-5.38,0,0.216,0.0235,0.0,0.404,0.524,121.189,hip-hop
A$AP Rocky,Fashion Killa,236280,True,2013,68,0.801,0.819,11,-5.189,1,0.158,0.292,0.0,0.515,0.811,139.969,hip-hop
Camila Cabello,OMG (feat. Quavo),228893,False,2017,61,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,pop
The Notorious B.I.G.,Juicy - 2005 Remaster,302760,True,1994,75,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,hip-hop
Mac Miller,Self Care,345133,True,2018,79,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,hip-hop
50 Cent,Just A Lil Bit,237707,True,2005,76,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,hip-hop
Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),219683,True,2016,63,0.505,0.397,5,-9.349,1,0.324,0.716,0.0,0.0853,0.558,95.063,hip-hop
Future,Extra Luv (feat. YG),246173,True,2017,56,0.831,0.573,4,-6.408,0,0.221,0.188,0.000883,0.109,0.229,100.015,hip-hop
The Internet,Special Affair,176187,True,2015,61,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,hip-hop
Eminem,'Till I Collapse,297787,True,2002,84,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,hip-hop
Lil Jon,Lovers & Friends,260613,True,2004,0,0.569,0.49,10,-6.191,1,0.261,0.0625,0.0,0.464,0.496,69.955,hip-hop
Drake,I'm Upset,214467,True,2018,68,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,hip-hop
Lil Baby,Yes Indeed,142273,True,2018,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,hip-hop
Young Thug,Relationship (feat. Future),215307,True,2017,70,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,hip-hop
DJ Khaled,For Free (feat. Drake),183695,True,2016,54,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,pop
Bone Thugs-N-Harmony,1st of Tha Month,314680,True,1995,65,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,hip-hop
KYLE,Playinwitme (feat. Kehlani),191680,False,2018,64,0.689,0.584,1,-5.768,0,0.119,0.339,0.0,0.297,0.676,156.572,pop
Cypress Hill,I Wanna Get High,174600,True,1993,58,0.734,0.525,3,-14.826,0,0.27,0.0773,0.31,0.0735,0.332,81.936,hip-hop
Tyga,Switch Lanes,221493,True,2013,43,0.761,0.851,10,-4.371,0,0.234,0.556,0.000545,0.104,0.463,92.486,pop
N.W.A.,100 Miles And Runnin',272933,True,1990,38,0.766,0.922,6,-8.531,0,0.232,0.131,0.0,0.412,0.597,111.969,hip-hop
EPMD,Symphony 2000,243093,True,1999,19,0.748,0.796,1,-5.951,1,0.422,0.391,0.0,0.234,0.836,94.987,hip-hop
Big Sean,Moves,142907,True,2017,60,0.812,0.522,2,-5.287,1,0.257,0.0433,0.0,0.154,0.38,75.524,pop
Bankroll Fresh,Walked In,198095,True,2015,57,0.969,0.491,2,-9.859,1,0.233,0.0361,0.0,0.118,0.768,126.048,hip-hop
Kanye West,All Mine,145507,True,2018,0,0.925,0.308,11,-6.562,0,0.338,0.125,0.0,0.0933,0.265,122.099,hip-hop
Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Remix",278800,True,2012,63,0.631,0.791,1,-5.776,1,0.227,0.0545,0.0,0.226,0.123,133.672,hip-hop
Drake,Sacrifices,307593,True,2017,60,0.903,0.439,8,-11.813,1,0.397,0.0407,0.0,0.138,0.532,139.112,hip-hop
DJ Khaled,We Takin' Over,263280,True,2007,0,0.767,0.872,10,-4.25,0,0.0761,0.153,0.0,0.518,0.565,112.6,pop
Tory Lanez,Real Thing (feat. Future),243173,True,2018,48,0.668,0.508,7,-7.502,0,0.356,0.00499,0.0,0.318,0.371,160.225,hip-hop
YG,Why You Always Hatin?,196600,True,2016,0,0.926,0.336,0,-9.326,0,0.594,0.0392,0.0,0.138,0.38,92.995,hip-hop
Lil Baby,Life Goes On,247055,True,2018,75,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,hip-hop
Khalid,Young Dumb & Broke REMIX (feat. Rae Sremmurd & Lil Yachty),263277,True,2017,50,0.795,0.56,1,-5.773,1,0.0479,0.184,0.0,0.158,0.459,136.988,pop
Tha Dogg Pound,"New York, New York",290440,True,1995,0,0.827,0.532,2,-4.775,1,0.302,0.0219,2.91e-05,0.127,0.694,87.257,hip-hop
Big Sean,I Know,319973,True,2015,74,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,pop
Big L,MVP,218867,False,1995,52,0.857,0.672,10,-5.934,0,0.16,0.0649,0.0,0.355,0.671,86.777,hip-hop
Flatbush Zombies,Bounce,241520,True,2016,56,0.628,0.618,5,-8.4,0,0.313,0.0113,0.0,0.109,0.362,110.007,hip-hop
Dr. Dre,Fuck You,205467,True,1999,4,0.875,0.554,9,-3.786,0,0.421,0.279,0.0,0.0912,0.738,92.198,hip-hop
Mac Miller,Weekend (feat. Miguel),208080,True,2015,76,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,hip-hop
ScHoolboy Q,Studio,278067,True,2014,68,0.709,0.589,8,-7.776,0,0.0433,0.0507,0.0,0.0585,0.58,133.922,hip-hop
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,True,2017,80,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,hip-hop
Public Enemy,Don't Believe The Hype,319493,False,1988,48,0.884,0.472,11,-13.776,1,0.346,0.0142,0.0,0.142,0.826,98.425,hip-hop
Rich The Kid,Plug Walk,175230,True,2018,71,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,hip-hop
3X Krazy,Keep It On The Real,358467,True,1997,0,0.72,0.68,10,-4.162,0,0.0826,0.0147,0.0,0.211,0.489,95.184,hip-hop
